,index,convs,fisher
0,0,"['DConvG16', 'G8B2', 'DConvA2', 'DConv', 'DConvG16', 'DConvG4', 'ConvB4', 'G16B2', 'DConvA4', 'DConvG8', 'A2B2', 'A4B2', 'DConvG2', 'DConvA2', 'DConvG16', 'DConvG2', 'DConvG16', 'DConvG2']",0.0
