,index,convs,fisher
0,0,"['Conv', 'DConvA2', 'DConvA2', 'DConvA2', 'DConvA2', 'Conv', 'Conv', 'DConvA2', 'DConvA2', 'DConvA2', 'DConvA2', 'Conv', 'Conv', 'DConvA2', 'DConvA2', 'DConvA2', 'DConvA2', 'Conv']",0.0
