,index,convs,fisher
0,0,"['Conv', 'DConvG16', 'DConv', 'DConvA2', 'ConvB2', 'DConvA8', 'DConvG2', 'DConvG16', 'DConvA8', 'DConvA16', 'DConvG8', 'DConvA4', 'DConvG4', 'DConvG4', 'A4B2', 'DConvG8', 'DConvG8', 'G16B2']",0.0
