,index,convs,fisher
0,0,"['A16B2', 'A16B2', 'ConvB4', 'DConv', 'G16B2', 'DConv', 'A8B2', 'ConvB2', 'G2B2', 'DConvG16', 'G4B2', 'G8B2', 'DConvG2', 'A16B2', 'A8B2', 'A16B2', 'A8B2', 'G4B2']",0.0
