,index,convs,fisher
0,0,"['DConvA8', 'G2B2', 'G2B2', 'Conv', 'DConvA2', 'DConvG2','ConvB2','DConvA16', 'A16B2', 'G16B2', 'DConvG4', 'A2B2', 'A8B2', 'G2B2', 'DConvG4', 'A4B2']",0.0
