,index,convs,fisher
0,0,"['DConvA16', 'DConvA2', 'DConvG4', 'DConvA2', 'A8B2', 'ConvB4', 'DConvA2', 'ConvB2', 'G4B2', 'DConvG8', 'DConvA16', 'A16B2', 'DConvG2', 'G16B2', 'DConvG4', 'G8B2', 'G2B2', 'G8B2']",0.0
