,index,convs,fisher
0,0,"['G4B2', 'DConvG4', 'A8B2', 'Conv', 'G4B2', 'G16B2', 'G8B2', 'Conv', 'A2B2', 'A8B2', 'A4B2', 'DConvA4', 'Conv', 'Conv', 'DConv', 'G8B2']",0.0
