,index,convs,fisher
0,0,"['ConvB4', 'Conv', 'A16B2', 'DConvA4', 'DConvA8', 'ConvB4', 'DConvA4', 'Conv', 'DConvA16', 'DConvA2', 'Conv', 'DConvG16', 'DConvG8', 'DConvA2', 'DConvA2', 'G8B2', 'G4B2', 'DConvA8']",0.0
