,index,convs,fisher
0,0,"['A2B2', 'G16B2', 'G8B4', 'DConv', 'DConv', 'A4B2', 'DConvG4', 'DConvG4', 'DConvG2', 'G2B4', 'A8B2', 'G4B2', 'G16B2', 'G2B4', 'G8B4', 'G2B2', 'G4B4', 'ConvB4']",0.0
